target_id	length	eff_length	est_counts	tpm
PaeAG1_00001	1539	1391.25	10674	99.0447
PaeAG1_00002	1104	956.255	10478	141.454
PaeAG1_00003	1110	962.255	6558	87.9816
PaeAG1_00004	2421	2273.25	28783	163.455
PaeAG1_00005	774	626.255	2348	48.4014
PaeAG1_00006	537	389.255	1360	45.104
PaeAG1_00007	1707	1559.25	4237	35.0794
PaeAG1_00008	2058	1910.25	5600	37.8449
PaeAG1_00009	948	800.255	2747	44.314
PaeAG1_00010	552	404.255	336	10.7299
PaeAG1_00011	888	740.255	3313	57.7764
PaeAG1_00012	267	119.49	531	57.3684
PaeAG1_00013	654	506.255	448	11.424
PaeAG1_00014	273	125.447	188	19.3467
PaeAG1_00015	318	170.29	650	49.2758
PaeAG1_00016	1374	1226.25	2214	23.3081
PaeAG1_00017	1305	1157.25	1794	20.0126
PaeAG1_00018	945	797.255	1330	21.536
PaeAG1_00019	507	359.255	5535	198.896
PaeAG1_00020	1026	878.255	5592	82.1972
PaeAG1_00021	1089	941.255	177	2.4276
PaeAG1_00022	558	410.255	886	27.8799
PaeAG1_00023	978	830.255	953	14.8181
PaeAG1_00024	918	770.255	1020	17.0953
PaeAG1_00025	825	677.255	654	12.4663
PaeAG1_00026	987	839.255	1056	16.2435
PaeAG1_00027	1287	1139.25	542	6.1417
PaeAG1_00028	603	455.255	198	5.61463
PaeAG1_00029	1554	1406.25	154	1.41373
PaeAG1_00030	924	776.255	113	1.87925
PaeAG1_00031	1512	1364.25	334	3.16054
PaeAG1_00032	900	752.255	366	6.28097
PaeAG1_00033	378	230.255	381	21.3612
PaeAG1_00034	366	218.255	225	13.3085
PaeAG1_00035	624	476.255	347	9.4059
PaeAG1_00036	807	659.255	1011	19.7974
PaeAG1_00037	1209	1061.25	1551	18.867
PaeAG1_00038	888	740.255	337	5.87705
PaeAG1_00039	216	70.8794	3979	724.71
PaeAG1_00040	222	76.3171	24055	4069.06
PaeAG1_00041	1689	1541.25	2640.42	22.1161
PaeAG1_00042	10293	10145.3	3129.68	3.98242
PaeAG1_00043	174	38.1113	365.862	123.929
PaeAG1_00044	3309	3161.25	2727.69	11.139
PaeAG1_00045	282	134.371	1471	141.325
PaeAG1_00046	282	134.371	1471	141.325
PaeAG1_00047	222	76.3171	502	84.9165
PaeAG1_00048	693	545.255	234.288	5.54704
PaeAG1_00049	693	545.255	140.029	3.31535
PaeAG1_00050	2574	2426.25	8006.79	42.6023
PaeAG1_00051	486	338.255	1676.79	63.9948
PaeAG1_00052	693	545.255	297.821	7.05125
PaeAG1_00053	396	248.255	426	22.1525
PaeAG1_00054	1254	1106.25	616	7.18846
PaeAG1_00055	132	17.2212	95	71.2147
PaeAG1_00056	1374	1226.25	1287	13.549
PaeAG1_00057	687	539.255	1424	34.09
PaeAG1_00058	354	206.255	520	32.5469
PaeAG1_00059	666	518.255	763	19.006
PaeAG1_00060	384	236.255	266	14.5349
PaeAG1_00061	1662	1514.25	366	3.12027
PaeAG1_00062	141	20.6554	1450	906.245
PaeAG1_00063	138	19.4349	881	585.2
PaeAG1_00064	1833	1685.25	410	3.14072
PaeAG1_00065	429	281.255	142	6.51777
PaeAG1_00066	549	401.255	234	7.52846
PaeAG1_00067	507	359.255	626	22.4948
PaeAG1_00068	921	773.255	81	1.3523
PaeAG1_00069	888	740.255	171	2.98212
PaeAG1_00070	705	557.255	122	2.82629
PaeAG1_00071	426	278.255	1153	53.493
PaeAG1_00072	234	87.4347	361	53.3008
PaeAG1_00073	438	290.255	522	23.2168
PaeAG1_00074	417	269.255	214	10.2603
PaeAG1_00075	1128	980.255	1056	13.9071
PaeAG1_00076	984	836.255	626	9.66376
PaeAG1_00077	666	518.255	462	11.5082
PaeAG1_00078	543	395.255	554	18.0944
PaeAG1_00079	2046	1898.25	13718	93.2925
PaeAG1_00080	276	128.403	3122	313.883
PaeAG1_00081	1059	911.255	613	8.68423
PaeAG1_00082	915	767.255	7874	132.485
PaeAG1_00083	1713	1565.25	3111	25.6582
PaeAG1_00084	1200	1052.25	697	8.55111
PaeAG1_00085	720	572.255	618	13.9415
PaeAG1_00086	1893	1745.25	1569	11.6058
PaeAG1_00087	729	581.255	514	11.4158
PaeAG1_00088	681	533.255	721	17.4546
PaeAG1_00089	3531	3383.25	2766	10.5543
PaeAG1_00090	1350	1202.25	1085	11.6505
PaeAG1_00091	1335	1187.25	1446	15.723
PaeAG1_00092	465	317.255	500	20.3457
PaeAG1_00093	1506	1358.25	3807	36.1836
PaeAG1_00094	1035	887.255	2106	30.6422
PaeAG1_00095	519	371.255	1783	61.9997
PaeAG1_00096	1497	1349.25	4729	45.2466
PaeAG1_00097	489	341.255	3721	140.764
PaeAG1_00098	786	638.255	952	19.2554
PaeAG1_00099	510	362.255	341	12.1521
PaeAG1_00100	1860	1712.25	802	6.04667
PaeAG1_00101	1047	899.255	376	5.39778
