target_id	length	eff_length	est_counts	tpm
b0001	66	23	138	252.795
b0002	2463	2228.14	15315	289.595
b0003	933	698.137	5624	339.407
b0004	1287	1052.14	8376	335.414
b0005	297	97.921	279	120.045
b0006	777	542.544	250	19.4143
b0007	1431	1196.14	154	5.42446
b0008	954	719.137	6105	357.676
b0009	588	355.292	188	22.2941
b0010	567	334.742	107	13.4676
b0011	714	479.894	15	1.31693
b0012	486	257.792	0	0
b0013	405	184.887	15	3.41822
b0014	1917	1682.14	4361	109.23
b0015	1131	896.137	1283	60.321
b0016	1113	878.137	372.667	17.8803
b0018	210	44.3501	49.4463	46.9738
b4412	153	21.9267	13.5537	26.0435
b0019	1167	932.137	1219	55.0986
b0020	906	671.137	598	37.541
b0021	504	274.469	58.9034	9.04196
b0022	276	83.2797	34.4601	17.4339
b0023	264	75.132	5884	3299.62
b0024	219	48.6875	62	53.6526
b0025	942	707.137	1710	101.885
b0026	2817	2582.14	12127	197.875
b0027	495	266.129	1115	176.522
b0028	450	224.979	890	166.673
b0029	951	716.137	1468	86.3667
b0030	915	680.137	82	5.07965
b0031	822	587.264	1335	95.7777
b0032	1149	914.137	2058	94.8529
b0033	3222	2987.14	6026	84.9944
b0034	396	177.095	39	9.27846
b0035	591	358.256	17	1.99927
b0036	786	551.435	4	0.30562
b0037	1554	1319.14	75	2.39545
b0038	1218	983.137	114	4.88548
b0039	1143	908.137	129	5.98487
b0040	1515	1280.14	15	0.493686
b0041	771	536.544	5	0.392628
b0042	942	707.137	9	0.536235
b0043	1287	1052.14	17	0.680758
b0044	288	91.3721	1	0.461108
b0045	1332	1097.14	8	0.307217
b0046	531	300.104	74	10.3891
b0047	1863	1628.14	423	10.9463
b0048	480	252.388	237	39.5635
b0049	843	608.203	637	44.1273
b0050	378	161.537	717	187.009
b0051	822	587.264	2092	150.088
b0052	990	755.137	1556	86.8161
b0053	1287	1052.14	5630	225.451
b0054	2355	2120.14	7345	145.963
b0055	816	581.322	420	30.4403
b0056	651	417.516	420	42.3831
b0057	159	23.9347	22	38.7268
b0058	660	426.305	460	45.4625
b0059	2907	2672.14	2249	35.4607
b0060	2352	2117.14	2894	57.5925
b0061	696	462.083	13	1.18533
b0062	1503	1268.14	58	1.92698
b0063	1701	1466.14	23	0.660952
b0064	879	644.203	96	6.27863
b0065	765	530.544	546	43.3598
b0066	699	465.083	202	18.2994
b0067	1611	1376.14	252	7.71534
b0068	984	749.137	337	18.9533
b0069	1656	1421.14	157	4.65458
b4662	132	16.6857	13	32.8258
b0070	1179	944.137	107	4.77491
b0071	606	373.146	5531	624.513
b0072	1401	1166.14	12646	456.899
b0073	1092	857.137	7665	376.772
b0074	1572	1337.14	6782	213.697
b0075	87	10.375	11	44.6705
b0076	945	710.137	54	3.20382
b4726	45	10	0	0
b0077	1725	1490.14	4236	119.769
b0078	492	263.263	1259	201.489
b0080	1005	770.137	913	49.9481
b0081	459	233.201	410	74.0748
b0082	942	707.137	522	31.1016
b0083	366	151.558	97	26.9656
b0084	1767	1532.14	1051	28.9016
b0085	1488	1253.14	1846	62.0654
b0086	1359	1124.14	1565	58.6559
b0087	1083	848.137	1324	65.7716
b0088	1317	1082.14	1390	54.1189
b0089	1245	1010.14	1326	55.3069
b0090	1068	833.137	1199	60.6344
b0091	1476	1241.14	2555	86.7336
b0092	921	686.137	1672	102.67
b0093	831	596.264	1835	129.662
b0094	1263	1028.14	2766	113.349
b0095	1152	917.137	5937	272.74
b0096	918	683.137	10125	624.458
b0097	513	283.045	860	128.014
b0098	2706	2471.14	7339	125.129
b0099	390	171.875	235	57.6065
b0101	198	38.6279	192	209.419
b0102	744	509.597	478	39.5201
b0103	621	387.917	163	17.7037
b4727	45	10	0	0
b0104	1044	809.137	1318	68.6293
b0106	1203	968.137	43	1.87132
b0107	1386	1151.14	107	3.91627
b0108	441	216.73	19	3.6936
b0109	894	659.203	712	45.5069
b0110	552	320.138	261	34.3495
b0111	855	620.203	250	16.9833
b0112	1374	1139.14	5784	213.929
b0113	765	530.544	2586	205.364
b0114	2664	2429.14	26693	462.979
b0115	1893	1658.14	13093	332.686
b0116	1425	1190.14	16788	594.317
b0117	1854	1619.14	104	2.70624
b0118	2598	2363.14	9498	169.34
b0119	363	149.051	183	51.7288
b0120	795	560.379	2334	175.483
b0121	867	632.203	1605	106.963
b0122	348	136.59	951	293.345
b0123	1551	1316.14	4916	157.372
b0124	2391	2156.14	8646	168.949
b0125	537	305.798	652	89.8316
b0126	663	429.305	5807	569.904
b0127	927	692.137	801	48.7592
b0128	771	536.544	396	31.0961
b0129	441	216.73	116	22.5504
b0130	1230	995.137	207	8.76403
