target_id	length	eff_length	est_counts	tpm
PA0001	1545	1430.61	7277	114.217
PA0002	1104	989.615	7763	176.143
PA0003	1110	995.615	6115	137.914
PA0004	2421	2306.61	16118	156.905
PA0005	774	659.615	2700	91.9127
PA0006	537	422.615	1638	87.0305
PA0007	1707	1592.61	2567	36.1924
PA0008	2055	1940.61	2495	28.8691
PA0009	948	833.615	1353	36.4447
PA0010	552	437.615	233	11.9555
PA0011	888	773.615	4871	141.382
PA0012	267	152.634	939	138.139
PA0013	654	539.615	324	13.4823
PA0014	273	158.634	293	41.4738
PA0015	318	203.615	401	44.2219
PA0016	1374	1259.61	1315	23.4417
PA0017	1305	1190.61	787	14.8424
PA0018	945	830.615	606	16.3823
PA0019	507	392.615	6496	371.519
PA0020	1026	911.615	5142	126.655
PA0021	1089	974.615	131	3.01815
PA0022	558	443.615	950	48.0861
PA0023	978	863.615	487	12.6623
PA0024	918	803.615	709	19.8107
PA0025	825	710.615	377	11.9127
PA0026	987	872.615	829	21.3321
PA0027	1287	1172.61	291	5.57237
PA0028	603	488.615	133	6.11205
PA0029	1554	1439.61	74	1.15422
PA0030	924	809.615	46	1.2758
PA0031	1512	1397.61	199	3.19718
PA0032	915	800.615	304	8.52613
PA0032a	378	263.615	239	20.3578
PA0033	366	251.615	111	9.90579
PA0034	624	509.615	245	10.7951
PA0035	807	692.615	378	12.2547
PA0036	1209	1094.61	928	19.0366
PA0037	888	773.615	209	6.0663
PA0038	216	101.761	4825	1064.67
PA0039	228	113.708	25390	5013.88
PA0040	1689	1574.61	1356.12	19.3387
PA0041	10608	10493.6	4352.76	9.31412
PA0041a	702	587.615	1149	43.9066
PA0042	396	281.615	482	38.4321
PA0043	1383	1268.61	440	7.78798
PA0044	1374	1259.61	596	10.6245
PA0045	687	572.615	548	21.4892
PA0046	354	239.615	272	25.4893
PA0047	510	395.615	183	10.3868
PA0048	384	269.615	126	10.4937
PA0049	1662	1547.61	178	2.58261
PA0050	141	31.5846	1724	1225.64
PA0051	1833	1718.61	338	4.41611
PA0052	429	314.615	86	6.13792
PA0054	549	434.615	150	7.74977
PA0055	507	392.615	696	39.8056
PA0056	921	806.615	40	1.11351
PA0057	888	773.615	78	2.26398
PA0058	705	590.615	53	2.01499
PA0059	456	341.615	1097	72.1061
PA0060	234	119.685	393	73.7317
PA0061	438	323.615	311	21.5791
PA0062	417	302.615	126	9.34937
PA0063	1128	1013.61	688	15.2411
PA0064	984	869.615	350	9.03739
PA0065	666	551.615	278	11.3165
PA0066	543	428.615	288	15.0879
PA0067	2046	1931.61	9053	105.238
PA0068	276	161.634	4054	563.189
PA0069	1059	944.615	301	7.15507
PA0070	915	800.615	4268	119.702
PA0071	1713	1598.61	2921	41.0289
PA0072	1200	1085.61	379	7.83909
PA0073	720	605.615	294	10.9007
PA0074	3099	2984.61	1480	11.1346
PA0075	729	614.615	269	9.82769
PA0076	681	566.615	314	12.4435
PA0077	3306	3191.61	1516	10.6657
PA0078	1350	1235.61	620	11.2671
PA0079	1335	1220.61	552	10.1546
PA0080	465	350.615	266	17.0354
PA0081	1494	1379.61	2401	39.0784
PA0082	1035	920.615	1425	34.7567
PA0083	519	404.615	730	40.512
PA0084	1497	1382.61	2189	35.5506
PA0085	489	374.615	2187	131.089
PA0086	846	731.615	488	14.9775
PA0087	510	395.615	183	10.3868
PA0088	1860	1745.61	424	5.45405
PA0089	1047	932.615	277	6.66929
PA0090	2709	2594.61	1281	11.0861
PA0091	1932	1817.61	673.337	8.31826
PA0092	285	170.634	293	38.5571
PA0093	1293	1178.61	577	10.9927
PA0094	435	320.615	564	39.5001
PA0095	2226	2111.61	3211.12	34.1464
PA0096	450	335.615	99	6.62363
PA0097	1200	1085.61	162	3.35074
PA0098	1038	923.615	15	0.364672
PA0099	1161	1046.61	16	0.343269
PA0100	921	806.615	11	0.306216
PA0101	1248	1133.61	273	5.40753
PA0102	729	614.615	1591	58.1258
PA0103	1572	1457.61	93	1.43266
PA0103a	639	524.615	292	12.4981
PA0105	1125	1010.61	772	17.1527
PA0106	1593	1478.61	297	4.51028
PA0107	555	440.615	72	3.66923
PA0108	888	773.615	694	20.1436
PA0109	210	95.7807	488	114.405
PA0110	795	680.615	62	2.04547
PA0111	579	464.615	44	2.12648
PA0112	1074	959.615	66	1.54436
PA0113	915	800.615	283	7.93715
PA0114	636	521.615	2754	118.554
PA0115	453	338.615	414	27.4534
PA0116	474	359.615	353	22.0414
PA0117	729	614.615	97	3.54381
PA0118	588	473.615	75	3.55581
PA0119	1350	1235.61	620	11.2671
PA0120	687	572.615	186	7.29378
PA0121	735	620.615	131	4.7397
PA0122	411	296.615	1172	88.7231
PA0123	909	794.615	209	5.90598
PA0124	282	167.634	120	16.0739
PA0125	228	113.708	117	23.1045
PA0126	621	506.615	228	10.1055
PA0127	501	386.615	264	15.333
PA0128	342	227.615	1782	175.796
PA0129	1428	1313.61	1551	26.5122
PA0130	1494	1379.61	10304	167.707
PA0131	288	173.634	1148	148.46
PA0132	1347	1232.61	14235	259.318
PA0133	918	803.615	669	18.6931
PA0134	1371	1256.61	840	15.0099
PA0135	141	31.5846	11	7.82023
PA0136	1572	1457.61	103	1.58671
PA0137	1098	983.615	71	1.62082
PA0138	927	812.615	136	3.758
PA0139	564	449.615	16191	808.603
PA0140	1566	1451.61	2080	32.1747
PA0141	897	782.615	6491	186.237
PA0142	1350	1235.61	522	9.48614
PA0143	1053	938.615	404	9.66487
PA0144	627	512.615	91	3.98614
PA0145	519	404.615	202	11.2102
PA0146	1098	983.615	120	2.73942
PA0147	963	848.615	169	4.47176
PA0148	951	836.615	934	25.0682
PA0149	546	431.615	74	3.84979
PA0150	996	881.615	94	2.39415
PA0151	2388	2273.61	109	1.07649
PA0152	828	713.615	324	10.1949
PA0153	720	605.615	128	4.74587
PA0154	606	491.615	311	14.2049
PA0155	840	725.615	103	3.18737
PA0156	1152	1037.61	328	7.09806
PA0157	1071	956.615	284	6.66628
PA0158	3048	2933.61	1510	11.5578
PA0159	939	824.615	406	11.0555
PA0160	186	72.0612	189	58.8928
PA0162	1335	1220.61	260	4.78296
PA0163	798	683.615	267	8.77005
PA0164	1617	1502.61	398	5.94754
PA0165	837	722.615	388	12.0567
PA0166	1407	1292.61	69	1.19862
PA0167	666	551.615	586	23.8541
PA0168	591	476.615	170	8.0091
PA0169	708	593.615	297	11.2345
PA0170	381	266.615	163	13.7279
PA0171	543	428.615	257	13.4638
PA0172	1992	1877.61	800	9.56721
PA0173	1050	935.615	361	8.66387
PA0174	603	488.615	352	16.1763
PA0175	843	728.615	1151	35.4715
PA0176	2040	1925.61	6902	80.4836
PA0177	486	371.615	1625	98.1889
PA0178	1920	1805.61	3365	41.8468
PA0179	366	251.615	4823	430.411
PA0180	1173	1058.61	2553.15	54.1552
PA0181	933	818.615	529	14.5104
PA0182	753	638.615	62	2.17999
PA0183	1611	1496.61	191	2.86566
PA0184	840	725.615	40	1.23782
PA0185	1617	1502.61	64	0.956388
PA0186	1062	947.615	147	3.48327
PA0187	816	701.615	83	2.65633
PA0188	882	767.615	31	0.906819
PA0189	1359	1244.61	67	1.20876
PA0190	726	611.615	69	2.53322
PA0191	918	803.615	129	3.60449
PA0192	2373	2258.61	81	0.805276
PA0193	903	788.615	33	0.939617
PA0194	900	785.615	115	3.28693
PA0195	1119	1004.61	521	11.645
PA0195.1	309	194.615	102	11.7686
PA0196	1437	1322.61	544	9.23565
PA0197	813	698.615	35	1.12495
PA0198	720	605.615	153	5.67279
