target_id	length	eff_length	est_counts	tpm
PaeAG1_00001	1539	1423.89	7217	68.4766
PaeAG1_00002	1104	988.888	7694	105.115
PaeAG1_00003	1110	994.888	6209	84.3158
PaeAG1_00004	2421	2305.89	15919	93.2694
PaeAG1_00005	774	658.888	2675	54.8496
PaeAG1_00006	537	421.888	1628	52.1337
PaeAG1_00007	1707	1591.89	2623	22.2611
PaeAG1_00008	2058	1942.89	2485	17.2799
PaeAG1_00009	948	832.888	1340	21.736
PaeAG1_00010	552	436.888	230	7.11244
PaeAG1_00011	888	772.888	4888	85.4429
PaeAG1_00012	267	151.906	1025	91.1614
PaeAG1_00013	654	538.888	351	8.79974
PaeAG1_00014	273	157.906	288	24.6409
PaeAG1_00015	318	202.888	404	26.9021
PaeAG1_00016	1374	1258.89	1300	13.9514
PaeAG1_00017	1305	1189.89	795	9.02656
PaeAG1_00018	945	829.888	601	9.784
PaeAG1_00019	507	391.888	6430	221.672
PaeAG1_00020	1026	910.888	5102	75.6723
PaeAG1_00021	1089	973.888	131	1.81729
PaeAG1_00022	558	442.888	936	28.5524
PaeAG1_00023	978	862.888	479	7.49967
PaeAG1_00024	918	802.888	702	11.8125
PaeAG1_00025	825	709.888	372	7.07969
PaeAG1_00026	987	871.888	822	12.7372
PaeAG1_00027	1287	1171.89	288	3.32023
PaeAG1_00028	603	487.888	134	3.71061
PaeAG1_00029	1554	1438.89	74	0.69481
PaeAG1_00030	924	808.888	47	0.785002
PaeAG1_00031	1512	1396.89	198	1.91498
PaeAG1_00032	900	784.888	321	5.52534
PaeAG1_00033	378	262.888	237	12.1798
PaeAG1_00034	366	250.888	111	5.97729
PaeAG1_00035	624	508.888	242	6.42472
PaeAG1_00036	807	691.888	376	7.34198
PaeAG1_00037	1209	1093.89	922	11.3873
PaeAG1_00038	888	772.888	215	3.75823
PaeAG1_00039	216	100.979	4774	638.723
PaeAG1_00040	222	106.958	24736	3124.47
PaeAG1_00041	1689	1573.89	1508.18	12.9462
PaeAG1_00042	10293	10177.9	1648.21	2.18784
PaeAG1_00043	174	59.8141	425.452	96.0966
PaeAG1_00044	3309	3193.89	1995.2	8.43972
PaeAG1_00045	282	166.898	1113	90.0961
PaeAG1_00046	282	166.898	1113	90.0961
PaeAG1_00047	222	106.958	407	51.4092
PaeAG1_00048	693	577.888	249.398	5.83056
PaeAG1_00049	693	577.888	281.518	6.58148
PaeAG1_00050	2574	2458.89	7113.56	39.085
PaeAG1_00051	486	370.888	1479.89	53.9074
PaeAG1_00052	693	577.888	340.633	7.9635
PaeAG1_00053	396	280.888	496	23.8567
PaeAG1_00054	1254	1138.89	389	4.61456
PaeAG1_00055	132	25.2506	68	36.383
PaeAG1_00056	1374	1258.89	596	6.39618
PaeAG1_00057	687	571.888	576	13.6073
PaeAG1_00058	354	238.888	214	12.1026
PaeAG1_00059	666	550.888	239	5.86132
PaeAG1_00060	384	268.888	118	5.92886
PaeAG1_00061	1662	1546.89	176	1.53715
PaeAG1_00062	141	31.411	1617	695.488
PaeAG1_00063	138	29.2803	1368	631.207
PaeAG1_00064	1833	1717.89	336	2.64244
PaeAG1_00065	429	313.888	86	3.70156
PaeAG1_00066	549	433.888	155	4.82631
PaeAG1_00067	507	391.888	695	23.9598
PaeAG1_00068	921	805.888	41	0.687338
PaeAG1_00069	888	772.888	77	1.34597
PaeAG1_00070	705	589.888	56	1.28257
PaeAG1_00071	426	310.888	1086	47.194
PaeAG1_00072	234	118.925	393	44.6458
PaeAG1_00073	438	322.888	308	12.8872
PaeAG1_00074	417	301.888	130	5.8178
PaeAG1_00075	1128	1012.89	681	9.08337
PaeAG1_00076	984	868.888	346	5.37989
PaeAG1_00077	666	550.888	265	6.49896
PaeAG1_00078	543	427.888	279	8.80918
PaeAG1_00079	2046	1930.89	8987	62.8809
PaeAG1_00080	276	160.898	4013	336.962
PaeAG1_00081	1059	943.888	299	4.27969
PaeAG1_00082	915	799.888	4229	71.4282
PaeAG1_00083	1713	1597.89	2894	24.4688
PaeAG1_00084	1200	1084.89	376	4.68235
PaeAG1_00085	720	604.888	291	6.49949
PaeAG1_00086	1893	1777.89	1064	8.08535
PaeAG1_00087	729	613.888	291	6.4042
PaeAG1_00088	681	565.888	314	7.49653
PaeAG1_00089	3531	3415.89	1587	6.27675
PaeAG1_00090	1350	1234.89	583	6.37826
PaeAG1_00091	1335	1219.89	551	6.10229
PaeAG1_00092	465	349.888	250	9.65322
PaeAG1_00093	1506	1390.89	2407	23.38
PaeAG1_00094	1035	919.888	1409	20.6937
PaeAG1_00095	519	403.888	726	24.2849
PaeAG1_00096	1497	1381.89	2162	21.137
PaeAG1_00097	489	373.888	2164	78.1946
PaeAG1_00098	786	670.888	472	9.50502
PaeAG1_00099	510	394.888	179	6.12407
PaeAG1_00100	1860	1744.89	422	3.26743
PaeAG1_00101	1047	931.888	272	3.94336
PaeAG1_00102	2709	2593.89	1262	6.57309
PaeAG1_00103	1941	1825.89	788.776	5.83634
PaeAG1_00104	285	169.898	316	25.1282
PaeAG1_00105	1293	1177.89	572	6.56075
PaeAG1_00106	435	319.888	560	23.6511
PaeAG1_00107	2226	2110.89	3250.31	20.8028
PaeAG1_00108	450	334.888	117	4.72006
PaeAG1_00109	1113	997.888	152	2.05789
PaeAG1_00110	1038	922.888	203	2.97172
PaeAG1_00111	948	832.888	632	10.2516
PaeAG1_00112	915	799.888	678	11.4515
PaeAG1_00113	1233	1117.89	460	5.55931
PaeAG1_00114	729	613.888	1611	35.4542
PaeAG1_00115	1572	1456.89	90	0.834599
PaeAG1_00116	639	523.888	291	7.5044
PaeAG1_00117	1101	985.888	707	9.68842
PaeAG1_00118	1593	1477.89	291	2.66019
PaeAG1_00119	555	439.888	73	2.24203
PaeAG1_00120	888	772.888	670	11.7117
PaeAG1_00121	210	95.0082	501	71.2424
PaeAG1_00122	795	679.888	62	1.23201
PaeAG1_00123	579	463.888	42	1.2232
PaeAG1_00124	1074	958.888	69	0.972171
PaeAG1_00125	915	799.888	279	4.71234
PaeAG1_00126	636	520.888	2730	70.8075
PaeAG1_00127	453	337.888	420	16.7934
PaeAG1_00128	474	358.888	357	13.4391
PaeAG1_00129	729	613.888	95	2.09072
PaeAG1_00130	588	472.888	74	2.11414
PaeAG1_00131	1335	1219.89	577	6.39024
PaeAG1_00132	687	571.888	184	4.34678
PaeAG1_00133	735	619.888	147	3.2038
PaeAG1_00134	411	295.888	1162	53.0566
PaeAG1_00135	909	793.888	208	3.53969
PaeAG1_00136	282	166.898	127	10.2805
PaeAG1_00137	228	112.936	118	14.1159
PaeAG1_00138	621	505.888	223	5.95541
PaeAG1_00139	501	385.888	264	9.2428
PaeAG1_00140	342	226.888	1770	105.396
PaeAG1_00141	1428	1312.89	1531	15.7547
PaeAG1_00142	1494	1378.89	10210	100.036
PaeAG1_00143	288	172.898	1137	88.8449
PaeAG1_00144	1347	1231.89	14094	154.57
PaeAG1_00145	918	802.888	671	11.2909
PaeAG1_00146	1299	1183.89	616	7.02961
PaeAG1_00147	885	769.888	70	1.22838
PaeAG1_00148	1572	1456.89	103	0.955152
PaeAG1_00149	1098	982.888	70	0.962178
PaeAG1_00150	927	811.888	132	2.19654
PaeAG1_00151	564	448.888	16019	482.124
PaeAG1_00152	1566	1450.89	2071	19.2845
PaeAG1_00153	1074	958.888	6684	94.1738
PaeAG1_00154	1350	1234.89	523	5.72184
PaeAG1_00155	1053	937.888	404	5.81958
PaeAG1_00156	627	511.888	104	2.74486
PaeAG1_00157	516	400.888	204	6.87493
PaeAG1_00158	1098	982.888	117	1.60821
