target_id	length	eff_length	est_counts	tpm
PA0001	1545	1406.54	8596	103.055
PA0002	1104	965.54	8495	148.36
PA0003	1110	971.54	4665	80.9681
PA0004	2421	2282.54	14578	107.697
PA0005	774	635.54	1700	45.1055
PA0006	537	398.54	1086	45.9495
PA0007	1707	1568.54	4442	47.7536
PA0008	2055	1916.54	2847	25.0491
PA0009	948	809.54	1283	26.7246
PA0010	552	413.54	224	9.13384
PA0011	888	749.54	2986	67.1766
PA0012	267	128.608	592	77.6207
PA0013	654	515.54	496	16.2234
PA0014	273	134.568	395	49.4969
PA0015	318	179.54	856	80.3961
PA0016	1374	1235.54	1709	23.3243
PA0017	1305	1166.54	760	10.9859
PA0018	945	806.54	645	13.4852
PA0019	507	368.54	6157	281.713
PA0020	1026	887.54	4964	94.312
PA0021	1089	950.54	162	2.87387
PA0022	558	419.54	1294	52.0096
PA0023	978	839.54	1122	22.5359
PA0024	918	779.54	741	16.0289
PA0025	825	686.54	662	16.2598
PA0026	987	848.54	877	17.4281
PA0027	1287	1148.54	411	6.03419
PA0028	603	464.54	196	7.11469
PA0029	1554	1415.54	244	2.90664
PA0030	924	785.54	129	2.76914
PA0031	1512	1373.54	365	4.481
PA0032	915	776.54	409	8.88142
PA0032a	378	239.54	386	27.1727
PA0033	366	227.54	169	12.5242
PA0034	624	485.54	223	7.74467
PA0035	807	668.54	553	13.9483
PA0036	1209	1070.54	1063	16.7438
PA0037	888	749.54	410	9.22385
PA0038	216	78.4771	14935	3209.12
PA0039	228	89.9597	68540	12847.5
PA0040	1689	1550.54	1369.26	14.8911
PA0041	10608	10469.5	8236.99	13.2667
PA0041a	702	563.54	1004	30.0422
PA0042	396	257.54	692	45.309
PA0043	1383	1244.54	572	7.75015
PA0044	1374	1235.54	759	10.3588
PA0045	687	548.54	501	15.4011
PA0046	354	215.54	323	25.2695
PA0047	510	371.54	496	22.5112
PA0048	384	245.54	496	34.0629
PA0049	1662	1523.54	2103	23.276
PA0050	141	22.3536	3121	2354.34
