target_id	length	eff_length	est_counts	tpm
b0001	66	19.8571	136	296.589
b0002	2463	2230.63	15126	293.649
b0003	933	700.63	5565	343.961
b0004	1287	1054.63	8305	341.014
b0005	297	98.6662	277	121.575
b0006	777	544.862	248	19.7105
b0007	1431	1198.63	154	5.56376
b0008	954	721.63	6044	362.696
b0009	588	357.582	188	22.7675
b0010	567	337.071	106	13.6181
b0011	714	482.111	15	1.34734
b0012	486	259.49	0	0
b0013	405	186.078	15	3.49083
b0014	1917	1684.63	4334	111.408
b0015	1131	898.63	1268	61.1042
b0016	1113	880.63	365	17.9487
b0018	210	44.5769	50.5975	49.1532
b4412	153	22.5517	11.4025	21.8955
b0019	1167	934.63	1202	55.6926
b0020	906	673.63	585	37.6069
b0021	504	276.461	56.6824	8.87863
b0022	276	83.677	33.8179	17.5014
b0023	264	75.5655	5831	3341.58
b0024	219	49.0152	62	54.7764
b0025	942	709.63	1701	103.802
b0026	2817	2584.63	11989	200.871
b0027	495	267.917	1104	178.444
b0028	450	226.264	874	167.274
b0029	951	718.63	1459	87.919
b0030	915	682.63	82	5.20189
b0031	822	589.693	1333	97.8896
b0032	1149	916.63	2039	96.3287
b0033	3222	2989.63	5957	86.2865
b0034	396	178.337	39	9.47011
b0035	591	360.528	17	2.04194
b0036	786	553.807	4	0.312777
b0037	1554	1321.63	75	2.45745
b0038	1218	985.63	113	4.96475
b0039	1143	910.63	126	5.99185
b0040	1515	1282.63	14	0.472671
b0041	771	538.862	5	0.401814
b0042	942	709.63	9	0.549216
b0043	1287	1054.63	16	0.656981
b0044	288	92.0523	1	0.470433
b0045	1332	1099.63	7	0.275667
b0046	531	302.22	73	10.46
b0047	1863	1630.63	419	11.1273
b0048	480	253.986	234	39.8968
b0049	843	610.663	630	44.6757
b0050	378	162.863	706	187.722
b0051	822	589.693	2073	152.232
b0052	990	757.63	1534	87.6801
b0053	1287	1054.63	5570	228.711
b0054	2355	2122.63	7284	148.603
b0055	816	583.723	416	30.8617
b0056	651	419.715	412	42.5084
b0057	159	24.3993	21	37.2712
b0058	660	428.567	453	45.7733
b0059	2907	2674.63	2232	36.1379
b0060	2352	2119.63	2868	58.5938
b0061	696	464.276	13	1.21255
b0062	1503	1270.63	57	1.94262
b0063	1701	1468.63	22	0.648699
b0064	879	646.663	95	6.36177
b0065	765	532.862	541	43.9658
b0066	699	467.23	199	18.444
b0067	1611	1378.63	252	7.91563
b0068	984	751.63	333	19.1855
b0069	1656	1423.63	157	4.77568
b4662	132	17.1519	13	32.8219
b0070	1179	946.63	105	4.80332
b0071	606	375.307	5461	630.113
b0072	1401	1168.63	12524	464.086
b0073	1092	859.63	7591	382.402
b0074	1572	1339.63	6717	217.132
b0075	87	12.1887	11	39.0813
b0076	945	712.63	53	3.22066
b4726	45	16.6667	0	0
b0077	1725	1492.63	4193	121.648
b0078	492	265.039	1238	202.276
b0080	1005	772.63	900	50.4433
b0081	459	234.566	405	74.769
