target_id	length	eff_length	est_counts	tpm
b0001	66	12.2222	514	943.941
b0002	2463	2221.69	22374	226.044
b0003	933	691.686	6618	214.758
b0004	1287	1045.69	10045	215.616
b0005	297	97.4413	426	98.1292
b0006	777	535.923	525	21.9882
b0007	1431	1189.69	289	5.45252
b0008	954	712.686	11185	352.265
b0009	588	349.431	310	19.9128
b0010	567	329.198	251	17.1139
b0011	714	473.196	15.0519	0.713976
b0012	486	253.133	11.9481	1.05945
b0013	405	181.756	41	5.06323
b0014	1917	1675.69	8644	115.785
b0015	1131	889.686	1666	42.031
b0016	1113	871.686	614	15.8103
b0018	210	43.7582	131	67.196
b4412	153	22.1153	0	0
b0019	1167	925.686	2308	55.9634
b0020	906	664.686	1109	37.4496
b0021	504	269.71	115.887	9.64428
b0022	276	83.255	49.0718	13.2298
b0023	264	75.1754	21721	6485.39
b0024	219	48.6358	69	31.8438
b0025	942	700.686	3016	96.6139
b0026	2817	2575.69	15536	135.387
b0027	495	261.317	1126	96.7171
b0028	450	220.491	976	99.3554
b0029	951	709.686	1727	54.6208
b0030	915	673.686	77	2.56546
b0031	822	580.812	1933	74.7013
b0032	1149	907.686	6699	165.656
b0033	3222	2980.69	13455	101.321
b0034	396	174.234	236	30.4027
b0035	591	352.325	24	1.52897
b0036	786	544.896	13	0.535503
b0037	1554	1312.69	139	2.37676
b0038	1218	976.686	131	3.01057
b0039	1143	901.686	244	6.07388
b0040	1515	1273.69	22	0.387697
b0041	771	529.923	10	0.423564
b0042	942	700.686	6	0.192203
b0043	1287	1045.69	15	0.321975
b0044	288	91.2543	0	0
b0045	1332	1090.69	23	0.473326
b0046	531	295.005	123	9.35853
b0047	1863	1621.69	652	9.02428
b0048	480	247.609	567	51.3984
b0049	843	601.753	827	30.8475
b0050	378	159.323	897	126.37
b0051	822	580.812	2909	112.419
b0052	990	748.686	1545	46.3192
b0053	1287	1045.69	7183	154.183
b0054	2355	2113.69	14044	149.136
b0055	816	574.812	892	34.8314
b0056	651	410.916	746	40.7491
b0057	159	23.7749	43	40.5959
b0058	660	419.749	521	27.8599
b0059	2907	2665.69	1966	16.5541
b0060	2352	2110.69	881	9.36881
b0061	696	455.358	14	0.690092
b0062	1503	1261.69	69	1.22752
b0063	1701	1459.69	29	0.445934
b0064	879	637.753	228	8.02444
b0065	765	523.976	808	34.6124
b0066	699	458.312	302	14.7903
b0067	1611	1369.69	397	6.50581
b0068	984	742.686	868	26.2329
b0069	1656	1414.69	223	3.53815
b4662	132	17.2844	70	90.9026
b0070	1179	937.686	211	5.05076
b0071	606	366.909	4600	281.405
b0072	1401	1159.69	8552	165.523
b0073	1092	850.686	6177	162.982
b0074	1572	1330.69	11984	202.143
b0075	87	13.1455	73	124.646
b0076	945	703.686	147	4.68889
b4726	45	19	0	0
b0077	1725	1483.69	6059	91.6623
b0078	492	258.609	1836	159.353
b0080	1005	763.686	2100	61.7215
b0081	459	228.584	1120	109.978
b0082	942	700.686	1419	45.456
b0083	366	149.684	306	45.8858
b0084	1767	1525.69	2406	35.3967
b0085	1488	1246.69	2742	49.3676
b0086	1359	1117.69	2044	41.0481
b0087	1083	841.686	1881	50.1615
b0088	1317	1075.69	2068	43.1516
b0089	1245	1003.69	2192	49.0201
