target_id	length	eff_length	est_counts	tpm
PaeAG1_00001	1539	1398.67	8515	55.8594
PaeAG1_00002	1104	963.667	8417	80.1413
PaeAG1_00003	1110	969.667	4714	44.606
PaeAG1_00004	2421	2280.67	14416	57.9974
PaeAG1_00005	774	633.667	1662	24.0655
PaeAG1_00006	537	396.69	1085	25.096
PaeAG1_00007	1707	1566.67	4488	26.2846
PaeAG1_00008	2058	1917.67	2800	13.3971
PaeAG1_00009	948	807.667	1271	14.4391
PaeAG1_00010	552	411.69	223	4.97005
PaeAG1_00011	888	747.667	2982	36.5953
PaeAG1_00012	267	126.854	643	46.5085
PaeAG1_00013	654	513.667	523	9.34213
PaeAG1_00014	273	132.809	393	27.1514
PaeAG1_00015	318	177.711	904	46.6746
PaeAG1_00016	1374	1233.67	1689	12.562
PaeAG1_00017	1305	1164.67	767	6.04254
PaeAG1_00018	945	804.667	647	7.37758
PaeAG1_00019	507	366.69	6061	151.66
PaeAG1_00020	1026	885.667	4916	50.9292
PaeAG1_00021	1089	948.667	161	1.55718
PaeAG1_00022	558	417.69	1278	28.0739
PaeAG1_00023	978	837.667	1097	12.016
PaeAG1_00024	918	777.667	732	8.63661
PaeAG1_00025	825	684.667	651	8.72424
PaeAG1_00026	987	846.667	864	9.36326
PaeAG1_00027	1287	1146.67	409	3.27274
PaeAG1_00028	603	462.667	194	3.84733
PaeAG1_00029	1554	1413.67	239	1.55123
PaeAG1_00030	924	783.667	129	1.51037
PaeAG1_00031	1512	1371.67	364	2.43489
PaeAG1_00032	900	759.667	420	5.07285
PaeAG1_00033	378	237.69	382	14.7461
PaeAG1_00034	366	225.69	165	6.70807
PaeAG1_00035	624	483.667	218	4.13557
PaeAG1_00036	807	666.667	548	7.54219
PaeAG1_00037	1209	1068.67	1054	9.04949
PaeAG1_00038	888	747.667	411	5.04382
PaeAG1_00039	216	77.1413	14785	1758.57
PaeAG1_00040	222	82.787	66096	7325.53
PaeAG1_00041	1689	1548.67	1676.83	9.93474
PaeAG1_00042	10293	10152.7	3771.17	3.40817
PaeAG1_00043	174	41.5826	358.028	79.0009
PaeAG1_00044	3309	3168.67	3281.54	9.50227
PaeAG1_00045	282	141.795	1451	93.8926
PaeAG1_00046	282	141.795	1451	93.8926
PaeAG1_00047	222	82.787	324	35.9095
PaeAG1_00048	693	552.667	311.182	5.16626
PaeAG1_00049	693	552.667	204.646	3.39755
PaeAG1_00050	2574	2433.67	5167.03	19.4808
PaeAG1_00051	486	345.69	1906.13	50.5932
PaeAG1_00052	693	552.667	264.144	4.38533
PaeAG1_00053	396	255.69	732	26.2678
PaeAG1_00054	1254	1113.67	488	4.0206
PaeAG1_00055	132	18.6221	99	48.7789
PaeAG1_00056	1374	1233.67	750	5.57814
PaeAG1_00057	687	546.667	510	8.55999
PaeAG1_00058	354	213.701	232	9.96109
PaeAG1_00059	666	525.667	542	9.4605
PaeAG1_00060	384	243.69	491	18.4871
PaeAG1_00061	1662	1521.67	2096	12.6386
PaeAG1_00062	141	22.5327	2722	1108.41
PaeAG1_00063	138	21.1981	2037	881.697
PaeAG1_00064	1833	1692.67	424	2.29837
PaeAG1_00065	429	288.69	180	5.72093
PaeAG1_00066	549	408.69	155	3.47987
PaeAG1_00067	507	366.69	821	20.5433
PaeAG1_00068	921	780.667	85	0.999031
PaeAG1_00069	888	747.667	109	1.33766
PaeAG1_00070	705	564.667	113	1.83617
PaeAG1_00071	426	285.69	6685	214.7
PaeAG1_00072	234	94.32	944	91.832
PaeAG1_00073	438	297.69	806	24.8426
PaeAG1_00074	417	276.69	508	16.846
PaeAG1_00075	1128	987.667	762	7.07897
PaeAG1_00076	984	843.667	638	6.93866
PaeAG1_00077	666	525.667	379	6.61537
PaeAG1_00078	543	402.69	567	12.9193
PaeAG1_00079	2046	1905.67	9779	47.084
PaeAG1_00080	276	135.802	3146	212.558
PaeAG1_00081	1059	918.667	544	5.43334
PaeAG1_00082	915	774.667	9864	116.833
PaeAG1_00083	1713	1572.67	3317	19.3524
PaeAG1_00084	1200	1059.67	640	5.54162
PaeAG1_00085	720	579.667	623	9.86132
PaeAG1_00086	1893	1752.67	1595	8.35001
PaeAG1_00087	729	588.667	607	9.46117
PaeAG1_00088	681	540.667	784	13.3049
PaeAG1_00089	3531	3390.67	3479	9.41446
PaeAG1_00090	1350	1209.67	1461	11.0818
PaeAG1_00091	1335	1194.67	1264	9.70792
PaeAG1_00092	465	324.69	447	12.6318
PaeAG1_00093	1506	1365.67	4807	32.2965
PaeAG1_00094	1035	894.667	2298	23.5676
PaeAG1_00095	519	378.69	1920	46.5204
PaeAG1_00096	1497	1356.67	5210	35.2363
PaeAG1_00097	489	348.69	7263	191.118
PaeAG1_00098	786	645.667	1559	22.1546
PaeAG1_00099	510	369.69	531	13.179
PaeAG1_00100	1860	1719.67	1438	7.67256
PaeAG1_00101	1047	906.667	780	7.89356
PaeAG1_00102	2709	2568.67	4196	14.9883
PaeAG1_00103	1941	1800.67	2147.99	10.9452
PaeAG1_00104	285	144.774	687	43.5404
PaeAG1_00105	1293	1152.67	961	7.64972
PaeAG1_00106	435	294.69	572	17.8097
PaeAG1_00107	2226	2085.67	5601.41	24.6421
PaeAG1_00108	450	309.69	252	7.46619
PaeAG1_00109	1113	972.667	427	4.028
PaeAG1_00110	1038	897.667	525	5.36624
PaeAG1_00111	948	807.667	1004	11.4058
PaeAG1_00112	915	774.667	1447	17.1388
PaeAG1_00113	1233	1092.67	1079	9.06065
PaeAG1_00114	729	588.667	2652	41.3361
PaeAG1_00115	1572	1431.67	262	1.67913
PaeAG1_00116	639	498.667	447	8.22475
PaeAG1_00117	1101	960.667	5027	48.0133
PaeAG1_00118	1593	1452.67	2083	13.1568
PaeAG1_00119	555	414.69	384	8.49637
PaeAG1_00120	888	747.667	2800	34.3618
PaeAG1_00121	210	71.6073	1447	185.412
PaeAG1_00122	795	654.667	453	6.34897
PaeAG1_00123	579	438.69	426	8.91
PaeAG1_00124	1074	933.667	363	3.56731
PaeAG1_00125	915	774.667	649	7.68698
PaeAG1_00126	636	495.667	913	16.9008
PaeAG1_00127	453	312.69	360	10.5637
PaeAG1_00128	474	333.69	688	18.9178
PaeAG1_00129	729	588.667	283	4.41106
PaeAG1_00130	588	447.69	326	6.68138
PaeAG1_00131	1335	1194.67	1066	8.18722
PaeAG1_00132	687	546.667	645	10.8259
PaeAG1_00133	735	594.667	511	7.88448
PaeAG1_00134	411	270.69	3870	131.179
PaeAG1_00135	909	768.667	899	10.7312
PaeAG1_00136	282	141.795	471	30.4779
PaeAG1_00137	228	88.572	344	35.6359
PaeAG1_00138	621	480.667	499	9.52537
PaeAG1_00139	501	360.69	351	8.92892
PaeAG1_00140	342	201.701	1254	57.0447
PaeAG1_00141	1428	1287.67	1315	9.37018
PaeAG1_00142	1494	1353.67	4288	29.0649
PaeAG1_00143	288	147.774	533	33.0945
PaeAG1_00144	1347	1206.67	3961	30.1192
