target_id	length	eff_length	est_counts	tpm
b0001	66	14.8	262	729.438
b0002	2463	2205.74	11992	224.02
b0003	933	675.808	3110	189.621
b0004	1287	1029.74	4632	185.35
b0005	297	94.8732	209	90.7719
b0006	777	520.692	221	17.4888
b0007	1431	1173.74	162	5.68713
b0008	954	696.808	4459	263.677
b0009	588	338.18	157	19.1294
b0010	567	319.092	115	14.8501
b0011	714	458.833	16	1.43686
b0012	486	247.538	0	0
b0013	405	178.933	13	2.99366
b0014	1917	1659.74	3414	84.7566
b0015	1131	873.735	786	37.0673
b0016	1113	855.735	310	14.9269
b0018	210	42.2141	72	70.2787
b4412	153	20.1779	0	0
b0019	1167	909.735	1228	55.6201
b0020	906	648.907	604	38.3533
b0021	504	263.209	77.6669	12.1586
b0022	276	80.7159	33.7269	17.2173
b0023	264	72.6978	10125	5738.82
b0024	219	46.7961	35	30.8182
b0025	942	684.808	1157	69.6167
b0026	2817	2559.74	6095	98.1132
b0027	495	255.176	494	79.7694
b0028	450	216.54	447	85.0584
b0029	951	693.808	839	49.8277
b0030	915	657.842	32	2.00437
b0031	822	565.234	816	59.4854
b0032	1149	891.735	3532	163.205
b0033	3222	2964.74	6698	93.091
b0034	396	171.471	137	32.9215
b0035	591	341.059	9	1.08733
b0036	786	529.561	8	0.622476
b0037	1554	1296.74	66	2.09721
b0038	1218	960.735	47	2.01578
b0039	1143	885.735	95	4.41945
b0040	1515	1257.74	9	0.294851
b0041	771	514.796	2	0.160082
b0042	942	684.808	3	0.18051
b0043	1287	1029.74	9	0.360135
b0044	288	88.827	2	0.927756
b0045	1332	1074.74	13	0.498414
b0046	531	286.925	42	6.03156
b0047	1863	1605.74	269	6.90283
b0048	480	242.381	205	34.8501
b0049	843	586.091	384	26.997
b0050	378	157.084	384	100.727
b0051	822	565.234	1153	84.0523
b0052	990	732.735	734	41.276
b0053	1287	1029.74	2861	114.483
b0054	2355	2097.74	5615	110.293
b0055	816	559.318	382	28.1419
b0056	651	397.886	398	41.2167
b0057	159	21.9242	27	50.7445
b0058	660	406.623	218	22.0909
b0059	2907	2649.74	908	14.1199
b0060	2352	2094.74	484	9.52061
b0061	696	441.558	9	0.839854
b0062	1503	1245.74	31	1.02538
b0063	1701	1443.74	8	0.228324
b0064	879	621.97	105	6.95614
b0065	765	508.822	359	29.0722
b0066	699	444.491	139	12.8855
b0067	1611	1353.74	194	5.90496
b0068	984	726.772	391	22.168
b0069	1656	1398.74	128	3.77071
b4662	132	15.6056	66	174.266
b0070	1179	921.735	113	5.05151
b0071	606	355.088	2440	283.141
b0072	1401	1143.74	4715	169.865
b0073	1092	834.735	3194	157.665
b0074	1572	1314.74	5181	162.377
b0075	87	13.3043	40	123.884
b0076	945	687.808	102	6.11057
b4726	45	10.5	1	3.92427
b0077	1725	1467.74	2900	81.414
b0078	492	252.537	719	117.315
b0080	1005	747.735	912	50.2569
b0081	459	224.411	492	90.3376
b0082	942	684.808	528	31.7697
b0083	366	147.458	87	24.3109
b0084	1767	1509.74	1240	33.8431
b0085	1488	1230.74	1310	43.8587
b0086	1359	1101.74	1012	37.8488
b0087	1083	825.735	886	44.2121
b0088	1317	1059.74	1049	40.7875
b0089	1245	987.735	987	41.1742
b0090	1068	810.735	706	35.8818
b0091	1476	1218.74	1463	49.4634
b0092	921	663.842	1039	64.4911
b0093	831	574.149	1208	86.6944
b0094	1263	1005.74	2496	102.261
b0095	1152	894.735	4174	192.224
b0096	918	660.842	7003	436.652
b0097	513	271.164	710	107.888
b0098	2706	2448.74	3910	65.7936
b0099	390	166.727	140	34.5995
b0101	198	36.2494	114	129.584
b0102	744	488.194	263	22.1979
b0103	621	369.43	160	17.8458
b4727	45	10.5	1	3.92427
b0104	1044	786.735	1047	54.8361
b0106	1203	945.735	43	1.87347
b0107	1386	1128.74	61	2.22683
b0108	441	208.866	15	2.95919
b0109	894	636.907	510	32.9946
b0110	552	305.529	160	21.5782
b0111	855	598.031	172	11.8509
b0112	1374	1116.74	5142	189.728
b0113	765	508.822	1924	155.807
b0114	2664	2406.74	15250	261.09
b0115	1893	1635.74	6722	169.33
b0116	1425	1167.74	9638	340.088
b0117	1854	1596.74	100	2.58057
b0118	2598	2340.74	7763	136.655
b0119	363	144.99	138	39.2184
b0120	795	538.454	1867	142.871
b0121	867	610.001	1650	111.456
b0122	348	132.909	714	221.357
b0123	1551	1293.74	2191	69.7824
b0124	2391	2133.74	4638	89.5651
b0125	537	292.146	667	94.075
b0126	663	409.541	3597	361.903
b0127	927	669.808	512	31.4969
b0128	771	514.796	385	30.8159
b0129	441	208.866	90	17.7551
b0130	1230	972.735	196	8.30252
b0131	381	159.519	371	95.832
b0132	903	645.907	128	8.16561
b0133	852	595.061	1084	75.0613
b0134	795	538.454	707	54.1027
b0135	1239	981.735	62	2.60223
b0136	597	346.692	6	0.713109
b0137	606	355.088	9	1.04437
b0138	570	321.863	8	1.02416
b0139	2598	2340.74	58	1.021
b0140	741	485.219	16	1.35872
b0141	585	335.573	9	1.10511
b0142	480	242.381	94	15.9801
b0143	1398	1140.74	1660	59.9614
b0144	927	669.808	167	10.2734
b0145	456	221.868	3070	570.155
b0146	705	450.244	1038	94.9945
b0147	531	286.925	71	10.1962
b0148	2430	2172.74	391	7.41513
b0149	2535	2277.74	1068	19.3204
b0149_1	2400	2142.74	1.68226e-05	3.23499e-07
b0150	2244	1986.74	3064	63.5473
b0151	798	541.427	274	20.8525
b0152	891	633.939	210	13.6496
b0153	1983	1725.74	313	7.47341
b0154	1281	1023.74	1528	61.5013
b4765	48	13.5	5	15.2611
b0155	1422	1164.74	705	24.9408
b4728	66	14.8	4	11.1365
b0156	345	130.591	475	149.876
b0157	624	372.261	105	11.6222
b0158	801	544.373	153	11.5809
b0159	699	444.491	1115	103.362
b0160	1518	1260.74	450	14.7074
b0161	1425	1167.74	1108	39.0971
b0162	1158	900.735	86	3.93414
b0163	387	164.35	1251	313.644
b0164	813	556.318	73	5.4069
b0166	825	568.206	3116	225.965
b0167	2673	2415.74	624	10.6435
b0168	795	538.454	1860	142.335
b0169	726	470.576	17871	1564.83
b0170	852	595.061	7113	492.538
b0171	726	470.576	1485	130.03
b0172	558	310.881	3430	454.62
b0173	1197	939.735	614	26.9223
b0174	762	505.847	1785	145.401
b0175	858	601.031	1030	70.6137
b0176	1353	1095.74	2823	106.158
b0177	2433	2175.74	9251	175.199
b0178	486	247.538	2569	427.633
b0179	1026	768.735	3492	187.174
b0180	456	221.868	1379	256.106
b0181	789	532.535	1420	109.873
b0182	1149	891.735	832	38.4447
b0183	597	346.692	293	34.8235
b0184	3483	3225.74	2899	37.0312
