target_id	length	eff_length	est_counts	tpm
PA0001	1545	1391.14	18582	130.456
PA0002	1104	950.144	21138	217.279
PA0003	1110	956.144	11288	115.302
PA0004	2421	2267.14	55353	238.455
PA0005	774	620.144	4402	69.3267
PA0006	537	383.144	2571	65.5365
PA0007	1707	1553.14	8239	51.8091
PA0008	2055	1901.14	11333	58.2202
PA0009	948	794.144	5972	73.4453
PA0010	552	398.144	583	14.3012
PA0011	888	734.144	6655	88.534
PA0012	267	114.01	1064	91.147
PA0013	654	500.144	709	13.845
PA0014	273	119.706	425	34.6751
PA0015	318	164.278	1195	71.0448
PA0016	1374	1220.14	3827	30.6331
PA0017	1305	1151.14	3022	25.6394
PA0018	945	791.144	2658	32.8128
PA0019	507	353.144	11864	328.112
PA0020	1026	872.144	10382	116.262
PA0021	1089	935.144	278	2.90342
PA0022	558	404.144	1669	40.3333
PA0023	978	824.144	1289	15.2754
PA0024	918	764.144	1772	22.6481
PA0025	825	671.144	976	14.2029
PA0026	987	833.144	2120	24.8519
PA0027	1287	1133.14	767	6.61079
PA0028	603	449.144	318	6.91488
PA0029	1554	1400.14	294	2.05078
PA0030	924	770.144	194	2.46022
PA0031	1512	1358.14	537	3.86164
PA0032	915	761.144	531	6.81351
PA0032a	378	224.144	507	22.0914
PA0033	366	212.188	286	13.164
PA0034	624	470.144	524	10.8854
PA0035	807	653.144	1858	27.7831
PA0036	1209	1055.14	2935	27.1669
PA0037	888	734.144	623	8.28801
PA0038	216	68.1141	8567	1228.39
PA0039	228	78.3203	52444	6539.81
PA0040	1689	1535.14	3496.56	22.2452
PA0041	10608	10454.1	15250	14.247
PA0041a	702	548.144	1715	30.5571
PA0042	396	242.144	795	32.0654
PA0043	1383	1229.14	1330	10.568
PA0044	1374	1220.14	2290	18.3302
PA0045	687	533.144	2476	45.3575
PA0046	354	200.208	1360	66.3438
PA0047	510	356.144	1235	33.8676
PA0048	384	230.144	547	23.213
PA0049	1662	1508.14	794	5.14187
PA0050	141	21.3269	3464	1586.33
PA0051	1833	1679.14	691	4.01914
PA0052	429	275.144	222	7.88018
PA0054	549	395.144	392	9.68889
PA0055	507	353.144	1168	32.3023
PA0056	921	767.144	172	2.18975
PA0057	888	734.144	315	4.19057
