target_id	length	eff_length	est_counts	tpm
PaeAG1_00001	1539	1406.65	7420	61.391
PaeAG1_00002	1104	971.651	6544	78.3827
PaeAG1_00003	1110	977.651	4569	54.3907
PaeAG1_00004	2421	2288.65	12956	65.8838
PaeAG1_00005	774	641.651	1177	21.3484
PaeAG1_00006	537	404.651	746	21.4558
PaeAG1_00007	1707	1574.65	2852	21.0791
PaeAG1_00008	2058	1925.65	1666	10.069
PaeAG1_00009	948	815.651	642	9.16047
PaeAG1_00010	552	419.651	166	4.6037
PaeAG1_00011	888	755.651	2043	31.4655
PaeAG1_00012	267	134.68	646	55.8234
PaeAG1_00013	654	521.651	331	7.38474
PaeAG1_00014	273	140.666	365	30.1988
PaeAG1_00015	318	185.651	726	45.5121
PaeAG1_00016	1374	1241.65	1385	12.9819
PaeAG1_00017	1305	1172.65	959	9.51781
PaeAG1_00018	945	812.651	600	8.5928
PaeAG1_00019	507	374.651	4566	141.839
PaeAG1_00020	1026	893.651	2337	30.4353
PaeAG1_00021	1089	956.651	150	1.82484
PaeAG1_00022	558	425.651	768	20.9988
PaeAG1_00023	978	845.651	885	12.1798
PaeAG1_00024	918	785.651	453	6.71052
PaeAG1_00025	825	692.651	371	6.23371
PaeAG1_00026	987	854.651	679	9.24631
PaeAG1_00027	1287	1154.65	518	5.22115
PaeAG1_00028	603	470.651	194	4.79723
PaeAG1_00029	1554	1421.65	218	1.78464
PaeAG1_00030	924	791.651	125	1.83765
PaeAG1_00031	1512	1379.65	354	2.98622
PaeAG1_00032	900	767.651	394	5.97337
PaeAG1_00033	378	245.651	538	25.4889
PaeAG1_00034	366	233.651	158	7.87004
PaeAG1_00035	624	491.651	160	3.78748
PaeAG1_00036	807	674.651	484	8.34937
PaeAG1_00037	1209	1076.65	796	8.6045
PaeAG1_00038	888	755.651	348	5.35976
PaeAG1_00039	216	84.0942	12824	1774.78
PaeAG1_00040	222	89.9645	50034	6472.64
PaeAG1_00041	1689	1556.65	1124.75	8.40915
PaeAG1_00042	10293	10160.7	2365.97	2.71004
PaeAG1_00043	174	45.7321	177.751	45.2353
PaeAG1_00044	3309	3176.65	2750.63	10.0774
PaeAG1_00045	282	149.659	668.5	51.9859
PaeAG1_00046	282	149.659	668.5	51.9859
PaeAG1_00047	222	89.9645	154	19.9222
PaeAG1_00048	693	560.651	116.579	2.41999
PaeAG1_00049	693	560.651	178.378	3.70286
PaeAG1_00050	2574	2441.65	2651.95	12.6406
PaeAG1_00051	486	353.651	1387.12	45.6486
PaeAG1_00052	693	560.651	178.292	3.70106
PaeAG1_00053	396	263.651	502	22.1596
PaeAG1_00054	1254	1121.65	409	4.24378
PaeAG1_00055	132	19.7201	72	42.4922
PaeAG1_00056	1374	1241.65	1066	9.99183
PaeAG1_00057	687	554.651	192	4.02874
PaeAG1_00058	354	221.651	96	5.04068
PaeAG1_00059	666	533.651	389	8.48359
PaeAG1_00060	384	251.651	323	14.938
PaeAG1_00061	1662	1529.65	1115	8.4834
PaeAG1_00062	141	23.7797	1521	744.407
PaeAG1_00063	138	22.4066	1094	568.237
PaeAG1_00064	1833	1700.65	413	2.82633
PaeAG1_00065	429	296.651	215	8.4349
PaeAG1_00066	549	416.651	118	3.29607
PaeAG1_00067	507	374.651	457	14.1964
PaeAG1_00068	921	788.651	73	1.07727
PaeAG1_00069	888	755.651	71	1.09351
PaeAG1_00070	705	572.651	86	1.74782
PaeAG1_00071	426	293.651	5885	233.24
PaeAG1_00072	234	101.846	682	77.934
PaeAG1_00073	438	305.651	821	31.2611
PaeAG1_00074	417	284.651	276	11.2845
PaeAG1_00075	1128	995.651	810	9.46815
PaeAG1_00076	984	851.651	449	6.13581
PaeAG1_00077	666	533.651	210	4.57983
PaeAG1_00078	543	410.651	432	12.2433
PaeAG1_00079	2046	1913.65	7075	43.028
PaeAG1_00080	276	143.666	2120	171.739
PaeAG1_00081	1059	926.651	387	4.86051
PaeAG1_00082	915	782.651	4147	61.6671
PaeAG1_00083	1713	1580.65	2768	20.3806
PaeAG1_00084	1200	1067.65	377	4.1096
PaeAG1_00085	720	587.651	372	7.36734
PaeAG1_00086	1893	1760.65	908	6.00205
PaeAG1_00087	729	596.651	378	7.37325
PaeAG1_00088	681	548.651	410	8.69711
PaeAG1_00089	3531	3398.65	1894	6.48576
PaeAG1_00090	1350	1217.65	635	6.06929
PaeAG1_00091	1335	1202.65	574	5.55469
PaeAG1_00092	465	332.651	194	6.78735
PaeAG1_00093	1506	1373.65	2659	22.5283
PaeAG1_00094	1035	902.651	1057	13.6283
PaeAG1_00095	519	386.651	457	13.7558
PaeAG1_00096	1497	1364.65	1517	12.9375
PaeAG1_00097	489	356.651	3109	101.453
PaeAG1_00098	786	653.651	570	10.1488
PaeAG1_00099	510	377.651	147	4.53017
PaeAG1_00100	1860	1727.65	531	3.57706
PaeAG1_00101	1047	914.651	315	4.00814
PaeAG1_00102	2709	2576.65	1681	7.59275
PaeAG1_00103	1941	1808.65	919.183	5.91472
PaeAG1_00104	285	152.659	245	18.678
PaeAG1_00105	1293	1160.65	369	3.70009
PaeAG1_00106	435	302.651	337	12.9591
PaeAG1_00107	2226	2093.65	4998.24	27.7843
PaeAG1_00108	450	317.651	122	4.46989
PaeAG1_00109	1113	980.651	213	2.52786
PaeAG1_00110	1038	905.651	374	4.80616
PaeAG1_00111	948	815.651	729	10.4018
PaeAG1_00112	915	782.651	1073	15.9558
PaeAG1_00113	1233	1100.65	967	10.225
PaeAG1_00114	729	596.651	1714	33.4332
PaeAG1_00115	1572	1439.65	230	1.85934
PaeAG1_00116	639	506.651	388	8.91272
PaeAG1_00117	1101	968.651	6407	76.9794
PaeAG1_00118	1593	1460.65	2463	19.6248
