target_id	length	eff_length	est_counts	tpm
b0001	66	11	263	978.344
b0002	2463	2203.18	12124	225.177
b0003	933	673.329	3144	191.066
b0004	1287	1027.18	4660	185.638
b0005	297	94.889	209	90.1278
b0006	777	518.53	225	17.7557
b0007	1431	1171.18	164	5.7299
b0008	954	694.329	4500	265.201
b0009	588	337.097	159	19.3006
b0010	567	318.018	116	14.9257
b0011	714	456.786	16	1.4333
b0012	486	246.426	0	0
b0013	405	178.407	13	2.98167
b0014	1917	1657.18	3445	85.0642
b0015	1131	871.184	794	37.294
b0016	1113	853.184	314.333	15.0757
b0018	210	42.4924	72	69.3345
b4412	153	20.5214	0	0
b0019	1167	907.184	1245	56.1568
b0020	906	646.46	606	38.3583
b0021	504	262.334	78.219	12.2007
b0022	276	81.2173	34.2678	17.265
b0023	264	73.058	10212	5719.68
b0024	219	47.0233	36	31.3269
b0025	942	682.329	1166	69.9251
b0026	2817	2557.18	6146	98.3465
b0027	495	254.343	497	79.9584
b0028	450	215.854	451	85.496
b0029	951	691.329	850	50.311
b0030	915	655.329	33	2.06055
b0031	822	562.988	821	59.6722
b0032	1149	889.184	3555	163.597
b0033	3222	2962.18	6749	93.23
b0034	396	171.048	137	32.7741
b0035	591	340.028	9	1.08307
b0036	786	527.373	8	0.620726
b0037	1554	1294.18	66	2.08678
b0038	1218	958.184	47	2.00714
b0039	1143	883.184	97	4.49416
b0040	1515	1255.18	9	0.293402
b0041	771	512.685	2	0.159628
b0042	942	682.329	3	0.17991
b0043	1287	1027.18	9	0.358528
b0044	288	89.0434	2	0.919087
b0045	1332	1072.18	13	0.496138
b0046	531	285.902	43	6.15431
b0047	1863	1603.18	271	6.91694
b0048	480	241.385	209	35.4295
b0049	843	583.703	388	27.1999
b0050	378	156.67	387	101.078
b0051	822	562.988	1173	85.2564
b0052	990	730.184	743	41.6375
b0053	1287	1027.18	2891	115.167
b0054	2355	2095.18	5666	110.658
b0055	816	557.156	382	28.0553
b0056	651	396.376	401	41.3967
b0057	159	22.247	27	49.6615
b0058	660	405.093	223	22.5257
b0059	2907	2647.18	919	14.2056
b0060	2352	2092.18	485	9.48572
b0061	696	439.78	9	0.837405
b0062	1503	1243.18	31	1.02036
b0063	1701	1441.18	8	0.227143
b0064	879	619.522	105	6.93523
b0065	765	506.736	363	29.3125
b0066	699	442.647	141	13.0344
b0067	1611	1351.18	196	5.93567
b0068	984	724.257	395	22.3168
b0069	1656	1396.18	128	3.75142
b4662	132	15.5119	66	174.103
b0070	1179	919.184	114	5.07494
b0071	606	354.002	2465	284.931
b0072	1401	1141.18	4754	170.464
b0073	1092	832.184	3231	158.872
b0074	1572	1312.18	5224	162.906
b0075	87	10.6154	41	158.043
b0076	945	685.329	102	6.09017
b4726	45	3	1	13.6398
b0077	1725	1465.18	2919	81.5212
b0078	492	251.584	733	119.22
b0080	1005	745.184	920	50.5188
b0081	459	223.542	495	90.6097
b0082	942	682.329	534	32.024
b0083	366	147.163	87	24.1908
b0084	1767	1507.18	1250	33.9369
b0085	1488	1228.18	1320	43.9783
b0086	1359	1099.18	1016	37.8226
b0087	1083	823.184	896	44.5389
b0088	1317	1057.18	1063	41.1444
b0089	1245	985.184	996	41.3686
b0090	1068	808.184	715	36.2013
b0091	1476	1216.18	1477	49.6946
b0092	921	661.329	1049	64.9062
b0093	831	571.818	1216	87.017
b0094	1263	1003.18	2522	102.871
b0095	1152	892.184	4205	192.859
b0096	918	658.329	7062	438.948
b0097	513	270.135	716	108.458
b0098	2706	2446.18	3949	66.0581
b0099	390	166.359	140	34.4357
b0101	198	36.2801	114	128.577
b0102	744	485.983	267	22.4811
b0103	621	368.345	162	17.9965
b4727	45	3	1	13.6398
b0104	1044	784.184	1055	55.0507
b0106	1203	943.184	43	1.86552
b0107	1386	1126.18	61	2.2164
b0108	441	208.267	15	2.94714
b0109	894	634.46	512	33.0213
b0110	552	304.522	163	21.9027
b0111	855	595.644	176	12.0908
b0112	1374	1114.18	5195	190.791
b0113	765	506.736	1937	156.414
b0114	2664	2404.18	15375	261.683
b0115	1893	1633.18	6791	170.148
b0116	1425	1165.18	9708	340.929
b0117	1854	1594.18	101	2.59246
b0118	2598	2338.18	7835	137.116
b0119	363	144.734	140	39.581
b0120	795	536.373	1884	143.728
b0121	867	607.584	1658	111.662
b0122	348	132.818	719	221.514
b0123	1551	1291.18	2211	70.0695
b0124	2391	2131.18	4679	89.8381
b0125	537	291.184	671	94.2938
b0126	663	407.969	3632	364.289
b0127	927	667.329	517	31.7014
b0128	771	512.685	388	30.9678
b0129	441	208.267	90	17.6828
b0130	1230	970.184	198	8.35102
b0131	381	159.066	373	95.9535
b0132	903	643.46	130	8.26705
b0133	852	592.644	1094	75.5356
b0134	795	536.373	715	54.5465
b0135	1239	979.184	63	2.63272
b0136	597	345.678	6	0.710245
b0137	606	354.002	9	1.04031
b0138	570	320.854	8	1.02026
b0139	2598	2338.18	58	1.01503
b0140	741	482.983	17	1.44027
b0141	585	334.508	9	1.10094
b0142	480	241.385	94	15.9348
b0143	1398	1138.18	1671	60.0748
b0144	927	667.329	169	10.3628
b0145	456	221.191	3085	570.71
b0146	705	448.378	1041	95.0025
b0147	531	285.902	71	10.1618
b0148	2430	2170.18	393	7.41011
b0149	2535	2275.18	1078	19.3878
b0149_1	2400	2140.18	0.00468586	8.95915e-05
b0150	2244	1984.18	3093	63.7861
b0151	798	539.32	278	21.0924
b0152	891	631.46	215	13.9322
b0153	1983	1723.18	315	7.4801
b0154	1281	1021.18	1540	61.7085
b4765	48	6	6	40.9193
b0155	1422	1162.18	711	25.0336
b4728	66	11	4	14.8798
b0156	345	130.57	484	151.68
b0157	624	371.12	107	11.7977
b0158	801	542.266	154	11.6208
b0159	699	442.647	1120	103.535
b0160	1518	1258.18	453	14.7327
b0161	1425	1165.18	1118	39.2623
b0162	1158	898.184	87	3.96353
b0163	387	164.005	1261	314.621
b0164	813	554.156	73	5.39037
b0166	825	565.932	3139	226.963
b0167	2673	2413.18	627	10.6318
b0168	795	536.373	1870	142.66
b0169	726	468.553	17992	1571.26
b0170	852	592.644	7159	494.296
b0171	726	468.553	1498	130.822
b0172	558	309.889	3450	455.555
b0173	1197	937.184	619	27.0268
b0174	762	503.736	1805	146.623
b0175	858	598.644	1035	70.7457
b0176	1353	1093.18	2841	106.342
b0177	2433	2173.18	9316	175.413
b0178	486	246.426	2597	431.234
b0179	1026	766.184	3520	187.991
b0180	456	221.191	1393	257.698
b0181	789	530.373	1440	111.099
b0182	1149	889.184	841	38.7019
b0183	597	345.678	295	34.9204
b0184	3483	3223.18	2927	37.1592
b0185	960	700.329	1850	108.093
b0186	2142	1882.18	897	19.5011
b0187	390	166.359	136	33.4518
b0188	1299	1039.18	293	11.5373
b0189	255	67.1598	219	133.433
b4406	201	38.0303	283	304.498
b0190	546	299.3	205	28.0269
b0191	423	193.203	106	22.4502
b0192	711	454.015	403	36.3215
b0193	825	565.932	104	7.51965
b0194	1719	1459.18	2773	77.7621
b0195	708	451.197	226	20.4961
b0196	405	178.407	429	98.3951
b0197	816	557.156	4359	320.139
b0198	654	399.296	378	38.737
b0199	1032	772.184	287	15.2086
b0200	576	326.423	572	71.704
b0201	1542	1282.18	3032.19	96.7685
b0202	77	17.25	310.333	736.152
b0203	76	16.25	138.333	348.339
b0204	2904	2644.18	6864.51	106.23
b0205	120	13.3202	2389.8	7341.41
