target_id	length	eff_length	est_counts	tpm
PA0001	1545	1407.18	8183	111.655
PA0002	1104	966.183	7655	152.125
PA0003	1110	972.183	5075	100.231
PA0004	2421	2283.18	13075	109.955
PA0005	774	636.183	1110	33.5009
PA0006	537	399.183	714	34.3433
PA0007	1707	1569.18	3148	38.5192
PA0008	2055	1917.18	1902	19.0486
PA0009	948	810.183	708	16.779
PA0010	552	414.183	168	7.78812
PA0011	888	750.183	1851	47.3756
PA0012	267	129.183	573	85.1658
PA0013	654	516.183	366	13.6142
PA0014	273	135.183	498	70.7332
PA0015	318	180.183	823	87.7005
PA0016	1374	1236.18	1521	23.6245
PA0017	1305	1167.18	744	12.2391
PA0018	945	807.183	656	15.6044
PA0019	507	369.183	5607	291.611
PA0020	1026	888.183	2230	48.2079
PA0021	1089	951.183	173	3.49219
PA0022	558	420.183	866	39.5727
PA0023	978	840.183	1106	25.2753
PA0024	918	780.183	428	10.5333
PA0025	825	687.183	348	9.7235
PA0026	987	849.183	692	15.6466
PA0027	1287	1149.18	590	9.85776
PA0028	603	465.183	176	7.26448
PA0029	1554	1416.18	260	3.52508
PA0030	924	786.183	142	3.46801
PA0031	1512	1374.18	355	4.9602
PA0032	915	777.183	446	11.0186
PA0032a	378	240.183	456	36.4534
PA0033	366	228.183	183	15.3987
PA0034	624	486.183	174	6.87172
PA0035	807	669.183	517	14.8341
PA0036	1209	1071.18	715	12.8162
PA0037	888	750.183	355	9.08608
PA0038	216	78.8187	17335	4222.89
PA0039	228	90.442	65689	13945.6
PA0040	1689	1551.18	990.025	12.2546
PA0041	10608	10470.2	6739.32	12.3588
PA0041a	702	564.183	643	21.883
PA0042	396	258.183	518	38.5228
PA0043	1383	1245.18	428	6.59973
PA0044	1374	1236.18	1005	15.6099
PA0045	687	549.183	216	7.55183
PA0046	354	216.183	180	15.987
PA0047	510	372.183	440	22.6993
PA0048	384	246.183	511	39.8546
PA0049	1662	1524.18	1559	19.6392
PA0050	141	20.8933	2006	1843.48
PA0051	1833	1695.18	527	5.96911
PA0052	429	291.183	242	15.9575
PA0054	549	411.183	101	4.71631
PA0055	507	369.183	492	25.5882
PA0056	921	783.183	70	1.71613
PA0057	888	750.183	105	2.68743
PA0058	705	567.183	97	3.28371
PA0059	456	318.183	9021	544.369
PA0060	234	96.3495	879	175.168
PA0061	438	300.183	932	59.6136
PA0062	417	279.183	394	27.0971
PA0063	1128	990.183	730	14.1554
PA0064	984	846.183	507	11.5043
PA0065	666	528.183	275	9.99687
PA0066	543	405.183	428	20.2819
PA0067	2046	1908.18	7351	73.9677
PA0068	276	138.183	2421	336.4
PA0069	1059	921.183	455	9.48377
PA0070	915	777.183	6326	156.287
PA0071	1713	1575.18	2680	32.6678
PA0072	1200	1062.18	427	7.7187
PA0073	720	582.183	377	12.4336
PA0074	3099	2961.18	1595	10.3422
PA0075	729	591.183	381	12.3742
PA0076	681	543.183	488	17.25
PA0077	3306	3168.18	2153	13.0482
PA0078	1350	1212.18	916	14.5092
PA0079	1335	1197.18	682	10.938
PA0080	465	327.183	234	13.7322
PA0081	1494	1356.18	3245	45.9422
PA0082	1035	897.183	1250	26.7513
PA0083	519	381.183	667	33.5976
PA0084	1497	1359.18	2193	30.9796
PA0085	489	351.183	4565	249.588
PA0086	846	708.183	737	19.9819
PA0087	510	372.183	201	10.3694
PA0088	1860	1722.18	729	8.12763
PA0089	1047	909.183	420	8.8698
PA0090	2709	2571.18	2160	16.1301
PA0091	1932	1794.18	1006.86	10.7751
PA0092	285	147.183	289	37.7013
PA0093	1293	1155.18	448	7.44634
PA0094	435	297.183	310	20.0287
PA0095	2226	2088.18	4732.75	43.5172
PA0096	450	312.183	135	8.3031
PA0097	1200	1062.18	305	5.51336
PA0098	1038	900.183	21	0.447924
PA0099	1161	1023.18	5	0.093828
PA0100	921	783.183	4	0.0980646
PA0101	1248	1110.18	904	15.6347
PA0102	729	591.183	2125	69.0165
PA0103	1572	1434.18	206	2.7579
PA0103a	639	501.183	355	13.6003
PA0105	1125	987.183	6360	123.702
PA0106	1593	1455.18	2452	32.3533
PA0107	555	417.183	427	19.6525
PA0108	888	750.183	3222	82.4658
PA0109	210	73.0925	1324	347.801
PA0110	795	657.183	528	15.4264
PA0111	579	441.183	561	24.4152
PA0112	1074	936.183	436	8.94214
PA0113	915	777.183	734	18.1338
PA0114	636	498.183	645	24.8592
PA0115	453	315.183	186	11.3309
PA0116	474	336.183	476	27.1861
PA0117	729	591.183	228	7.40506
PA0118	588	450.183	253	10.7906
PA0119	1350	1212.18	926	14.6676
PA0120	687	549.183	705	24.6483
PA0121	735	597.183	480	15.433
PA0122	411	273.183	4069	285.989
PA0123	909	771.183	820	20.4161
PA0124	282	144.183	372	49.5387
PA0125	228	90.442	242	51.376
PA0126	621	483.183	209	8.3052
PA0127	501	363.183	318	16.8119
PA0128	342	204.183	780	73.3485
PA0129	1428	1290.18	1149	17.0995
PA0130	1494	1356.18	3634	51.4496
PA0131	288	150.183	509	65.0748
PA0132	1347	1209.18	4015	63.7542
PA0133	918	780.183	1049	25.8163
PA0134	1371	1233.18	1730	26.9361
PA0135	141	20.8933	20	18.3797
PA0136	1572	1434.18	200	2.67757
PA0137	1098	960.183	114	2.27964
PA0138	927	789.183	273	6.64203
PA0139	564	426.183	24514	1104.42
PA0140	1566	1428.18	2138	28.7435
PA0141	897	759.183	4307	108.929
PA0142	1350	1212.18	487	7.71394
PA0143	1053	915.183	384	8.05636
PA0144	627	489.183	218	8.55659
PA0145	519	381.183	339	17.0758
PA0146	1098	960.183	143	2.85955
PA0147	963	825.183	330	7.67855
PA0148	951	813.183	869	20.5186
PA0149	546	408.183	138	6.49142
PA0150	996	858.183	86	1.92413
PA0151	2388	2250.18	227	1.93697
PA0152	828	690.183	474	13.1865
PA0153	720	582.183	243	8.01424
PA0154	606	468.183	287	11.7701
PA0155	840	702.183	126	3.44537
PA0156	1152	1014.18	1062	20.1059
PA0157	1071	933.183	808	16.6249
PA0158	3048	2910.18	4514	29.7822
PA0159	939	801.183	830	19.8912
PA0160	186	51.1513	288	108.106
PA0162	1335	1197.18	333	5.34071
PA0163	798	660.183	235	6.8347
PA0164	1617	1479.18	313	4.06292
PA0165	837	699.183	286	7.854
PA0166	1407	1269.18	221	3.34336
PA0167	666	528.183	501	18.2125
PA0168	591	453.183	248	10.5074
PA0169	708	570.183	618	20.8109
PA0170	381	243.183	375	29.6083
PA0171	543	405.183	410	19.4289
PA0172	1992	1854.18	776	8.03572
PA0173	1050	912.183	144	3.03107
PA0174	603	465.183	108	4.45775
PA0175	843	705.183	520	14.1585
PA0176	2040	1902.18	3067	30.9583
PA0177	486	348.183	946	52.1674
PA0178	1920	1782.18	2503	26.9665
PA0179	366	228.183	4614	388.249
PA0180	1173	1035.18	1686.72	31.2853
PA0181	933	795.183	885	21.3694
PA0182	753	615.183	150	4.68169
PA0183	1611	1473.18	380	4.95271
PA0184	840	702.183	86	2.3516
PA0185	1617	1479.18	156	2.02497
PA0186	1062	924.183	237	4.92386
PA0187	816	678.183	123	3.48236
PA0188	882	744.183	79	2.03828
PA0189	1359	1221.18	184	2.89303
PA0190	726	588.183	74	2.41566
PA0191	918	780.183	298	7.33391
PA0192	2373	2235.18	227	1.94997
PA0193	903	765.183	81	2.03252
PA0194	900	762.183	222	5.59254
PA0195	1119	981.183	1881	36.809
PA0195.1	309	171.183	213	23.891
PA0196	1437	1299.18	1283	18.9615
PA0197	813	675.183	62	1.76314
PA0198	720	582.183	230	7.5855
PA0199	402	264.183	607	44.1164
PA0200	213	75.9429	2455	620.697
PA0201	582	444.183	480	20.7489
PA0202	1458	1320.18	119	1.73073
PA0203	1035	897.183	46	0.984447
PA0204	810	672.183	20	0.571292
PA0205	921	783.183	19	0.465807
PA0206	1113	975.183	34	0.669435
PA0207	894	756.183	17	0.431656
PA0208	1665	1527.18	4637	58.2991
PA0209	882	744.183	631	16.2804
PA0210	300	162.183	207	24.5065
PA0211	864	726.183	858	22.6859
PA0212	807	669.183	527	15.121
PA0213	693	555.183	318	10.9978
PA0214	933	795.183	774	18.6891
